ICAO	city
KBCT	Boca Raton
KBDE	Baudette
KBDG	Blanding
KBDJ	Boulder Junction
KBDL	Bradley Intl
KBDN	Bend Mun
KBDQ	Morrilton Mun
KBDR	Sikorsky Meml
KBDX	Broadus
KBEC	Beech Factory
KBED	Hanscom
KBEH	Southwest Michigan
KBFA	Boyne
KBFD	Bradford
KBFF	Heilig
KBFI	Seattle Boeing Field
KBFL	Meadows
KBFM	Mobile Downtown
KBFR	Grissom
KBFW	Silver Bay
KBGD	Hutchison
KBGE	Decatur Co
KBGF	Winchester
KBGM	Binghamton
KBGR	Bangor
KBHB	Hancock Co Bar Harbor
KBHC	Baxley Mun
KBHK	Baker Mun
KBHM	Birmingham
KBID	Block Island
KBIE	Beatrice
KBIF	Biggs AAF / Ft. Bliss
KBIH	Bishop
KBIL	Billings Logan Intl
KBIS	Bismarck
KBIV	Tulip City
KBIX	Keesler AFB / Biloxi
KBJC	Jeffco
KBJI	Bemidji Beltrami Co
KBJJ	Wayne Co
KBKD	Stephens Co
KBKE	Baker City Mun
KBKF	Buckley ANGB / Aurora
KBKL	Burke Lakefront
KBKT	Perkinson
KBKV	Hernando Co
KBKW	Raleigh Co Meml
KBKX	Brookings Mun
KBLF	Mercer Co
KBLH	Blythe
KBLI	Bellingham
KBLM	Allaire
KBLU	Blue Canyon Nyack
KBLV	Scott AFB / Belleville
KBMC	Brigham City
KBMG	Monroe Co
KBMI	Central Ill Regl
KBML	Berlin Mun
KBMQ	Burnet Mun Craddock
KBMT	Beaumont Mun
KBNA	Nashville
KBNG	Banning Mun
KBNL	Barnwell Co
KBNO	Burns Mun
KBNW	Boone Mun
KBOF	Washington Bolling AFB
KBOI	Boise
KBOK	Brookings State
KBOS	Logan Intl
KBOW	Bartow Mun
KBPI	Big Piney Marbleton
KBPK	Baxter Co Regnl
KBPP	Bowman Mun
KBPT	Southeast Texas Regl
KBQK	Glynco Jetport
KBRD	Brainerd Crow Wing
KBRL	Burlington Muni
KBRO	Brownsville South Padre I
KBRY	Samuels
KBSM	Austin Bergstrom Intl
KBST	Belfast Mun
KBTF	Skypark
KBTL	Kellogg
KBTM	Mooney
KBTN	Britton Mun
KBTP	Butler Co Scholter
KBTR	Baton Rouge Metro Ryan
KBTV	Burlington
KBTY	Beattiy
KBUB	Cram
KBUF	Buffalo Niagara Intl
KBUM	Butler Meml
KBUR	Burbank Glendale Pasadena
KBUY	Burlington Alamance
KBVI	Beaver Co
KBVN	Albion Mun
KBVO	Bartlesville
KBVX	Batesville
KBVY	Beverly
KBWC	Brawley
KBWD	Brownwood
KBWG	Bowling Green Warren Co
KBWI	Baltimore-Washington Intrl
KBWP	Stern
KBXA	Carr Meml
KBXG	Burke Co
KBXK	Buckeye Mun
KBYG	Johnson Co
KBYH	Arkansas
KBYI	Burley
KBYS	Ft Irwin Barstow
KBZK	Gen Pershing Meml
KBZN	Gallatin
KCAD	Wexford Co
KCAE	Columbia Metro
KCAG	Craig Moffat
KCAK	Akron Canton Regl
KCAO	Clayton Mun
KCAR	Caribou
KCAV	Clarion Mun
KCBE	Greater Cumberland
KCBF	Council Bluffs
KCBG	Cambridge Mun
KCBK	Shaltz
KCBM	Columbus AFB
KCCA	Chaffe
KCCB	Cable
KCCO	Newnan Coweta
KCCR	Buchanan
KCCY	Charles City
KCDC	Cedar City
KCDH	Harrell
KCDI	Cambridge Mun
KCDK	Lewis
KCDN	Woodward
KCDR	Chadron
KCDS	Childress
KCDW	Essex Co
KCEA	Cessna Aircraft
KCEC	McNamara
KCEF	Westover AFB / Chicopee Falls
KCEK	Crete Mun
KCEU	Oconee Co
KCEV	Mettel
KCEW	Sikes
KCEY	Kyle Oakley
KCEZ	Cortez Mun
KCFD	Coulter
KCFJ	Crawfordsville
KCFT	Greenlee
KCFV	Coffeyville
KCGE	Cambridge Dorchester
KCGF	Cuyahoga
KCGI	Cape Girardeau
KCGS	College Park
KCGX	Chicago Merril Meigs
KCGZ	Casa Grande
KCHA	Lovell
KCHD	Chandler
KCHK	Chickasha
KCHO	Charlottesville Albema
KCHQ	Mississippi
KCHS	Charleston AFB
KCHT	Chillicothe
KCHU	Houston Co
KCIC	Chico
KCID	The Eastern Iowa Airport
KCII	Choteau
KCIN	Neu
KCIR	Cairo Regl
KCIU	Chippewa Co Intl
KCJJ	Church
KCJR	Culpeper Co
KCKA	Kegelman
KCKB	Benedum
KCKC	Grand Marais
KCKF	Crisp Co Cordele
KCKI	Williamsburg
KCKM	Fletcher
KCKN	Crookston
KCKP	Cherokee
KCKV	Outlaw
KCLE	Cleveland Hopkins Intl
KCLG	Coalinga
KCLI	Clintonville
KCLK	Clinton
KCLL	Easterwood
KCLM	Fairchild
KCLR	Cliff Hatfield
KCLS	Chehalis Centralia
KCLT	Charlotte Douglas Intl
KCLW	Clearwater
KCMA	Camarillo
KCMH	Port Columbus Intl
KCMI	Univ of Illinois Willard
KCMX	Houghton County Memorial
KCMY	Sparta Ft McCoy
KCNC	Chariton
KCNH	Claremont
KCNK	Blosser
KCNM	Cavern City
KCNO	Chino
KCNP	Ray
KCNU	Chanute Martin Johnson
KCNW	TSTC Waco
KCNY	Canyonlands
KCOD	Yellowstone
KCOE	Coeur d'Alene
KCOF	Patrick AFB / Cocoa Beach
KCOI	Merritt I
KCOM	Coleman
KCON	Concord
KCOQ	Cloquet Carlton Co
KCOS	Colorado Springs
KCOT	Cotulla La Salle Co
KCOU	Columbia
KCPC	Columbus Co
KCPK	Chesapeake
KCPM	Compton
KCPR	Natrona Co
KCPS	St Louis Downtown
KCPX	Culebra
KCQA	Lakefield
KCQM	Cook
KCQX	Chatham
KCRE	Grand Strand
KCRG	Craig
KCRO	Corcoran
KCRP	Corpus Christi
KCRQ	McClellan Palomar
KCRS	Campbell Corsicana
KCRT	Stell
KCRW	Yeager
KCRX	Turner
KCRZ	Corning
KCSB	Cambridge Mun
KCSG	Columbus Metro
KCSL	O'Sullivan
KCSM	Clinton Sherman
KCSQ	Creston
KCSV	Crossville Meml Whitson
KCTB	Cut Bank
KCTJ	West Georgia Regl
KCTK	Ingersoll
KCTY	Cross City
KCTZ	Sampson Co
KCUB	Columbia Owens
KCUH	Cushing Mun
KCUL	Carmi
KCUT	Custer Co
KCVG	Cincinnati
KCVK	Cherokee Village
KCVN	Clovis
KCVO	Corvallis
KCVS	Cannon
KCVX	Charlevoix
KCWA	Central Wisconsin
KCWF	Chennault
KCWI	Clinton Mun
KCWV	Claxton Evans
KCXE	Chase City
KCXL	Calexico
KCXO	Montgomery Co
KCXP	Carson
KCXU	Camila Mitchell
KCXY	Capital City
KCYO	Pickaway Co
KCYS	Cheyenne
KCYW	Clay Center
KCZD	Cozad Mun
KCZK	Cascade Locks
KCZL	David
KCZT	Dimmit Co
KDAA	Ft Belvoir Davison AAF
KDAB	Daytona Beach
KDAF	Necedah
KDAG	Barstow Daggett
KDAL	Dallas Love Field
KDAN	Danville
KDAW	Skyhaven
KDAY	Cox Dayton Intl
KDBN	Barron
KDBQ	Dubuque
KDCA	Washington National
KDCR	Decatur HiWay
KDCU	Pryor
KDCY	Daviess
KDDC	Dodge City
KDDH	Morse State
KDEC	Decatur
KDED	De Land
KDEH	Decorah
KDEN	Denver
KDEQ	Helms Sevier Co
KDET	Detroit City
KDEW	Deer Park
KDFI	Defiance
KDFW	Dallas-Ft Worth
KDGL	Douglas
KDGW	Converse
KDHN	Dothan
KDHT	Dalhart
KDIK	Dickinson
KDKB	De Kalb Taylor
KDKK	Chautauqua Dunkirk
KDKX	Knoxville Downtown
KDLC	Dillon Co
KDLF	Laughlin AFB / Del Rio
KDLH	Duluth
KDLL	Baraboo Wisconsin
KDLN	Dillon
KDLO	Delano
KDLS	Colombia Gorge
KDLZ	Delaware Mun
KDMA	Davis-Monthan AFB
KDMN	Deming
KDMO	Sedalia
KDNL	Daniel
KDNN	Dalton Mun
KDNS	Denison Mun
KDNV	Vermilion Co
KDOV	Dover
KDPA	Du Page
KDPG	Michael
KDPL	Duplin Co
KDQH	Douglas Mun
KDRA	Desert Rock
KDRI	Beauregard Parish
KDRO	Durango La Plata
KDRT	Del Rio
KDRU	Drummond
KDSM	Des Moines
KDSV	Dansville
KDTA	Delta
KDTG	Dwight
KDTL	Detroit Lakes
KDTN	Shreveport Downtown
KDTO	Denton Mun
KDTS	Destin Ft Walton Beach
KDTW	Detroit
KDUA	Eaker
KDUC	Halliburton
KDUG	Bisbee Douglas
KDUJ	Du Bois Jefferson Co
KDUX	Moore Co
KDVK	Powell
KDVL	Devils Lake
KDVN	Davenport
KDVO	Gnoss
KDVT	Phoenix Deer Valley
KDWH	Hooks Meml
KDWU	Ashland Boyd Co
KDXE	Dexter Mun
KDXR	Danbury Mun
KDXX	Madison Lac Qui Parle
KDYB	Summerville
KDYL	Doylestown
KDYR	Dyersburg
KDYS	Dyess AFB / Abilene
KDYT	Sky Harbor
KEAG	Eagle Grove
KEAN	Phifer
KEAR	Kearney
KEAT	Pangborn
KEAU	Chippewa Valley Regl
KEBS	Webster City
KECG	Elizabeth City
KECS	Mondell
KEDE	Northeastern Regl
KEDG	Weide
KEDN	Enterprise Mun
KEDW	Edwards AFB
KEED	Needles
KEEN	Dillant Hopkins
KEEO	Meeker
KEET	Shelby Co
KEFC	Belle Fourche
KEFD	Ellington
KEFK	Newport State
KEFT	Monroe Mun
KEFW	Jefferson Mun
KEGE	Eagle
KEGI	Eglin
KEGP	Eagle Pass
KEGQ	Emmetsburg
KEGT	Wellington
KEGV	Eagle River
KEHA	Elkhart Morton
KEHO	Shelby
KEHR	Henderson City Co
KEIW	County Meml
KEKA	Murray
KEKM	Elkhart Mun
KEKN	Elkins
KEKO	Elko
KEKQ	Wayne Co
KEKX	Addington
KEKY	Bessemer
KELA	Eagle Lake
KELD	South Arkansas Regl
KELK	Elk City
KELM	Elmira
KELN	Bowers
KELO	Ely Mun
KELP	El Paso
KELY	Ely
KELZ	Wellsville
KEMM	Kemmerer
KEMP	Emporia Mun
KEMT	El Monte
KEMV	Emporia Regl
KEND	Vance AFB / Enid
KENL	Centralia Mun
KENV	Wendover
KENW	Kenosha
KEOK	Keokuk
KEOS	Neosho
KEPG	Browns
KEPH	Ephrata
KEPM	Eastport Mun
KEQA	Capt Thomas
KEQY	Monroe
KERI	Erie
KERR	Erroll
KERV	Kerrville
KERY	Luce Co
KESC	Delta Co
KESF	Alexandria
KESN	Easton Newman
KEST	Estherville
KESW	Easton State
KETB	West Bend
KETC	Tarboro
KETH	Wheaton
KETN	Eastland
KEUF	Weedon
KEUG	Mahlon Sweet
KEUL	Caldwell Industrial
KEVB	New Smyrna Beach Mun
KEVM	Eveleth Virginia
KEVU	Maryville Meml
KEVV	Evansville
KEVW	Evanston Uinta
KEVY	Summit
KEWB	New Bedford
KEWK	Newton City
KEWN	Craven Co Regl
KEWR	Newark
KEXX	Davidson Co
KEYE	Eagle Creek
KEYQ	Weiser
KEYW	Key West
KEZF	Shannon
KEZI	Kewanee
KEZM	Heart of Georgia
KEZZ	Cameron Meml
KFAF	Felker
KFAM	Farmington
KFAR	Hector Intl
KFAT	Fresno Yosemite
KFAY	Fayetteville
KFBG	Simmons AAF
KFBL	Fairbault
KFBR	Ft Bridger
KFBY	Fairbury
KFCA	Glacier Park Intl
KFCH	Fresno Chandler
KFCI	Chesterfield
KFCM	Flying Cloud
KFCS	Butts
KFCT	Vagabond
KFCY	Forrest City Mun
KFDK	Frederick Mun
KFDR	Frederick Mun
KFDW	Fairfield Co
KFDY	Findlay
KFEP	Albertus
KFES	Festus Meml
KFET	Fremont Mun
KFFA	First Flight
KFFC	Peachtree City
KFFL	Fairfield Mun
KFFM	Fergus Falls
KFFO	Wright-Patterson AFB 
KFFT	Capital City
KFFZ	Falcon
KFGX	Fleming Mason
KFHR	Friday Harbour
KFHU	Libby AAF / Sierra Vista Mun
KFIG	Clearfield Lawrence
KFIO	West Kentucky
KFIT	Fitchburg
KFKL	Venango
KFKN	Franklin Mun
KFKR	Frankfort Mun
KFLD	Fond Du Lac
KFLG	Flagstaff
KFLL	Ft. Lauderdale
KFLO	Florence
KFLP	Marion Co
KFLV	Sherman AAF
KFLX	Fallon Mun
KFME	Tipton Fort Mead
KFMH	Otis
KFMN	Four Corners
KFMY	Page
KFMZ	Fairmont State
KFNB	Brenner
KFNL	Ft Collins
KFNT	Bishop Intl
KFOA	Flora Mun
KFOD	Ft. Dodge
KFOE	Forbes
KFOK	The Gabreski
KFOT	Rohnerville
KFOZ	Bigfork Mun
KFPR	St Lucie Co Intl
KFQD	Rutherfors Co Marchman
KFRG	Republic
KFRH	French Lick Mun
KFRI	Ft Riley Marshall AFB
KFRM	Fairmont Mun
KFRR	Front Royal Warren
KFSD	Foss 
KFSE	Fosston Mun
KFSI	Ft Sill Henry Post AAF
KFSK	Ft Scott
KFSM	Ft. Smith
KFSO	Franklin Co
KFST	Ft Stockton
KFSU	Ft Sumner
KFSW	Ft Madison Mun
KFTG	Front Range
KFTK	Godman AAF / Ft. Knox
KFTT	Hensley Meml
KFTW	Ft. Worth Meacham
KFTY	Atlanta Fulton County
KFUL	Fullerton
KFVE	Northern Aroostook Regl
KFVX	Farmville
KFWA	Ft. Wayne
KFWC	Fairfield Mun
KFWH	Fort Worth Carswell AFB
KFWN	Sussex
KFWS	Ft Worth Spinks
KFXE	Ft Lauderdale Exec
KFXY	Forest City Mun
KFYE	Fayette Co
KFYM	Fayettville Mun
KFYV	Drake
KFZG	Fitzgerald Mun
KFZI	Fostoria Metro
KFZY	Oswego Co
KGAB	Gabbs
KGAD	Gadsden Muni
KGAF	Grafton Mun
KGAG	Gage
KGAI	Montgomery Co
KGAS	Gallia Meigs Reg
KGBD	Great Bend Mun
KGBG	Galesburg Mun
KGBN	Gila Bend AF 
KGBR	Great Barrington
KGCC	Gillette Campbell Co
KGCK	Garden City
KGCN	Grand Canyon
KGCT	Guthrie Co
KGCY	Greeneville Greene Co
KGDM	Gardner Mun
KGDV	Dawson Community
KGDW	Gladwin Zettel Meml
KGDY	Grundy Mun
KGED	Sussex Co
KGEG	Spokane
KGEO	Brown Co
KGEU	Glendale Mun
KGEV	Ashe Co
KGEY	South Big Horn Co
KGEZ	Shelbyville Mun
KGFA	Malmstrom AFB / Great Falls
KGFD	Pope
KGFK	Grant Forks
KGFL	Bennett
KGFZ	Greenfield Mun
KGGE	Georgetown Co
KGGF	Grant Mun
KGGG	Gregg Co
KGGI	Grinnell Reg
KGGP	Logansport Mun
KGGW	Wokal Glasgow
KGHM	Centerville Mun
KGHW	Glenwood Mun
KGIF	Winter Haven's Gilbert
KGJT	Walker
KGKJ	Port Meadville
KGKT	Gatlinburg Pigeon Forge
KGKY	Arlington Mun
KGLD	Renner
KGLE	Gainsville Mun
KGLH	Mid Delta Regl
KGLR	Otsego Co
KGLS	Scholes Field
KGLW	Glasgow Mun
KGLY	Clinton Meml
KGMU	Greenville Downtown
KGNB	Granby Grand Co
KGNF	Grenada Mun
KGNG	Gooding Mun
KGNI	
KGNT	Grants Milan
KGNV	Gainesville
KGOK	Guthrie Mun
KGON	Groton New London
KGPH	Clay Co Regl
KGPM	Grand Prairie Mun
KGPT	Gulfport
KGPZ	Grand Rapids Itasca Co
KGQQ	Galion Mun
KGRB	Austin Straubel Intl
KGRD	Greenwood Co
KGRE	Greenville
KGRF	Gray AAF / Ft. Lewis
KGRI	Central Nebraska Regl
KGRK	Gray AAF / Ft. Hood
KGRN	Gordon Mun
KGRR	Kent Co Intl
KGSB	Seymour Johnson AFB / Gold
KGSH	Goshen Mun
KGSO	Piedmont Triad Intl
KGSP	Greenville Spartanburg
KGTB	Ft Drum Wheeler AFB
KGTE	Quinn
KGTF	Great Falls
KGTG	Grantsburg Mun
KGTR	Golden Triangle Regl
KGTU	Georgetown Mun
KGUC	Gunnison Co
KGUP	Gallup
KGUS	Grissom ARB
KGUY	Guymon Mun
KGVE	Gordonsville Mun
KGVL	Gilmer Meml
KGVQ	Genessee
KGVT	Majors
KGVW	Richards Gebaur Meml
KGWO	Greenwood Leflore
KGWR	Gwinner Melroe
KGWS	Glenwood Springs
KGWW	Goldsboro Wayne
KGXY	Greeley Weld Co
KGYH	Donaldson Center
KGYL	Glencoe Mun
KGYR	Phoenix Goodyear
KGYY	Gary
KGZH	Middleton
KGZS	Abernathy
KHAB	Marion Co Rankin Fite
KHAD	Harford
KHAE	Hannibal Mun
KHAF	Half Moon Bay
KHAI	Three Rivers Mun Haines
KHAO	Hamilton Fairfield
KHAX	Hatbox
KHBB	Industrial Airpark
KHBC	Mohall Mun
KHBG	Chain Mun
KHBR	Hobart Mun
KHBW	Joshua Sanford Field
KHBZ	Heber Springs Mun
KHCD	Hutchinson Mun Butler
KHCO	Hallock Mun
KHDE	Brewster
KHDI	Hardwick
KHDN	Yampa Valley
KHDO	Hondo Mun
KHEE	Thompson Robbins
KHEF	Manassas Regl Davis
KHEI	Hettinger Mun
KHEQ	Holyoke Mun
KHEZ	Hardy Anders Adams Co
KHFD	Hartford
KHFF	Mackall AAF
KHFY	Greenwood Mun
KHGR	Hagerstown
KHHF	Hemphill Co
KHHG	Huntingdon Mun
KHHR	Northrop Hawthorne Mun
KHHW	Stamper Mun
KHIB	Chisholm Hibbing
KHIE	Mt Washington Regl
KHIF	Hill AFB / Ogden
KHIG	Higgingsville Indl Mun
KHII	Lake Havasu City
KHIO	Portland Hillsboro
KHJH	Hebron Mun
KHJO	Hanford Mun
KHKA	Blytheville Mun
KHKS	Hawkins
KHKY	Hickory
KHLB	Hillenbrand Industries
KHLC	Hill City Mun
KHLG	Wheeling Ohio Co
KHLM	Park Township
KHLN	Helena
KHLR	Hood AAF
KHLX	Twin Co
KHMJ	
KHMN	Holloman AFB
KHMT	Hemet Ryan
KHMU	Hammond Mun
KHMZ	Bedford Co
KHNB	Huntingburg
KHNR	Harlan Mun
KHNZ	Henderson Oxford
KHOB	Lea Co Hobbs 
KHOC	Highland Co
KHOE	Homerville
KHON	Huron
KHOP	Fort Campbell AAF
KHOT	Hot Springs
KHOU	Hobby
KHPN	Westchester Co
KHPT	Hampton Mun
KHPY	Baytown
KHQG	Hugoton Mun
KHQM	Bowerman
KHQU	Thomson McDuffie Co
KHQZ	Mesquite Metro
KHRI	Hermiston Mun
KHRL	Valley Intl
KHRO	Boone Co
KHRT	Hurlburt
KHRU	Herington Mun
KHRX	Hereford Mun
KHSA	Stennis Intl
KHSB	Harrisburg Raleigh
KHSD	Sundance
KHSE	Mitchell
KHSI	Hastings Mun
KHSP	Ingalls
KHSR	Hot Springs Mun
KHST	Dade Co Homestead
KHSV	Huntsville Intl
KHTH	Hawthorne Mun
KHTL	Roscommon Co
KHTO	East Hampton
KHTS	Tri State Ferguson
KHTW	Lawrence Co
KHUA	Redstone Arsenal
KHUF	Terre Haute
KHUL	Houlton Intl
KHUM	Houma Terrebonne
KHUT	Hutchinson
KHVC	Hopkinsville Christian
KHVE	Hanksville
KHVN	Tweed New Haven
KHVR	Havre City Co
KHVS	Hartsville Mun
KHWD	Hayward
KHWO	North Perry
KHWQ	Wheatland Co
KHWV	Brookhaven
KHXD	Hilton Head
KHXF	Hartford Mun
KHYA	Barnstable Mun Boardman
KHYI	San Marcos Mun
KHYR	Sawyer Co
KHYS	Hays Mun
KHYW	Conway Horry Co
KHZD	Carroll Co
KHZE	Mercer Co Regl
KHZL	Hazleton Mun
KHZY	Ashtabula Co
KIAB	McConnell AFB
KIAD	Washington Dulles
KIAG	Niagara Falls
KIAH	G Bush Intercontinental
KIBM	Kimball Mun Arraj
KICL	Schenck
KICT	Wichita Mid Continent
KIDA	Fanning
KIDG	Ida Grove Mun
KIDI	Indiana Co Stewart
KIDL	Indianola Mun
KIDP	Independence Mun
KIEN	Pine Ridge
KIER	Natchitoches Regl
KIFA	Iowa Falls Mun
KIFP	Laughlin Bullhead Intl
KIGM	Kingman
KIGQ	Lansing Mun
KIGX	Williams
KIIB	Independence Mun
KIIY	Washington Wilkes Co
KIJD	Windham
KIJX	Jacksonville Mun
KIKK	Greater Kankakee
KIKV	Ankeny Regl
KILE	Killeen Mun
KILG	New Castle Co
KILL	Wilmar Mun Rice
KILM	Wilmington Intl
KILN	Airborne
KIML	Imperial
KIMM	Immokalee
KIMS	Madison Mun
KIMT	Ford
KIND	Indianapolis
KINK	Winkler Co
KINL	Falls Intl
KINS	Indian Springs AF Aux
KINT	Smith Reynolds
KINW	Winslow Lindbergh Regl
KIOB	Mt Sterling Montgomery
KIOW	Iowa City Mun
KIPJ	Lincoln Co
KIPL	Imperial Co
KIPT	Williamsport
KIRK	Kirksville
KIRS	Kirsch Mun
KISB	Sibley Mun
KISM	Kissimmee Mun
KISN	Sloulin Intl
KISO	Kinston Regl Jetport
KISP	Long Island MacArthur
KISQ	Schoolcraft Co
KISW	Alexander Field South Wood Co
KISZ	Cincinnati Blue Ash
KITH	Tompkins Co
KITR	Kit Carson Co
KIWA	Williams Gateway
KIWD	Gogebic Iron Co
KIWH	Wabash Mun
KIWI	Wiscasset
KIWS	West Houston
KIXD	New Century Aircenter
KIYK	Inyokern
KIZA	Santa Ynez
KIZG	Eastern Slopes Regl
KJAC	Jackson Hole
KJAN	Jackson Intl
KJAS	Jasper Co Bell
KJAU	Campbell Co
KJAX	Jacksonville Intl
KJBR	Jonesboro
KJCT	Kimble Co
KJCY	Johnson City
KJDN	Jordan
KJEF	Jefferson City Meml
KJER	Jerome Co
KJES	Jesup Wayne Co
KJFK	New York
KJFX	Walker Co Bevill
KJGG	Williamsburg Jamestown
KJHW	Chautauqua Co Jamestown
KJKL	Carroll
KJLN	Joplin Regl
KJMR	Mora Mun
KJMS	Jamestown
KJNX	Johnston Co
KJOT	Joliet Park District
KJQF	Concord Regl
KJSO	Cherokee Co
KJST	Johnstown Cambria Co
KJVL	Rock Co
KJVY	Clark Co
KJWN	Tune
KJXN	Jackson County
KJYG	St James Mun
KJYL	Plantation
KJYM	Hillsdale Mun
KJYO	Leesburg Mun Godfrey
KJYR	York Mun
KJZI	Charleston Executive
KJZP	Pickens Co
KKIC	Mesa Del Ray
KKLS	Kelso Longview
KKNB	Kanab Mun
KLAA	Lamar Mun
KLAF	Purdue Univ
KLAL	Lakeland Linder Regl
KLAM	Los Alamos
KLAN	Capital City
KLAR	Laramie Regl
KLAS	Mc Carran Intl
KLAW	Lawton Ft Sill Regl
KLAX	Los Angeles
KLBB	Lubbock Intl
KLBE	Westmoreland Co
KLBF	North Platte
KLBL	Liberal
KLBO	Jones Lebanon
KLBT	Lumberton Mun
KLBX	Brazoria Co
KLCG	Wayne Mun
KLCH	Lake Charles
KLCI	Laconia Mun
KLCK	Rickenbacker Intl
KLCQ	Lake City Mun
KLDJ	Linden
KLDM	Mason Co
KLEB	Lebanon
KLEE	Leesburg Regl
KLEM	Lemmon Mun
KLEW	Auburn Lewiston Mun
KLEX	Blue Grass
KLFI	Langley AFB / Hampton
KLFK	Angelina Co
KLFT	Lafayette
KLGA	New York La Guardia
KLGB	Long Beach
KLGC	Callaway
KLGD	La Grand Union Co
KLGF	Laguna AAF
KLGU	Logan Cache
KLHC	Arlington Mun
KLHM	Lincoln Regl Harder
KLHQ	Fairfield Co
KLHV	Piper Meml
KLHW	Wright AAF
KLHX	La Junta Mun
KLIC	Limon Mun
KLIT	Adams
KLJF	Litchfield Mun
KLKP	Lake Placid
KLKR	Lancaster Co McWhirter
KLKU	Louisa Co Freeman
KLKV	Lake Co
KLLJ	Challis
KLLQ	Monticello Mun Ellis
KLLU	Lamar Mun
KLMS	Louisville Winston Co
KLMT	Klamath Falls
KLNA	Palm Beach Co Park
KLNC	Lancaster
KLND	Hunt
KLNK	Lincoln
KLNL	Kings Land O Lakes
KLNN	Willoughby Lost Nation
KLNP	Lonesome Pine
KLNR	Tri Co Regl
KLNS	Lancaster
KLOL	Derby
KLOT	Lewis University
KLOU	Bowman
KLOZ	London Corbin Magee
KLPC	Lompoc
KLPR	Lorain Co Regl
KLQK	Pickens Co
KLQR	Larned Pawnee Co
KLRD	Laredo Intl
KLRF	Little Rock AFB
KLRG	Lincoln Regl
KLRJ	Le Mars Mun
KLRO	Sharpe AAF
KLRU	Las Cruces Intl
KLSB	Lordsburg Mun
KLSE	La Crosse
KLSF	Lawson AAF / Ft. Benning
KLSK	Lusk Mun
KLSN	Los Banos Mun
KLSV	Nellis AFB / Las Vegas
KLTS	Altus
KLUF	Luke AFB / Glendale
KLUG	Ellington
KLUK	Cincinnati Mun Lunken
KLUL	Hesler Noble
KLVJ	Clover
KLVK	Livermore Mun
KLVL	Lawrenceville Brunswick
KLVM	Mission
KLVN	Airlake
KLVS	Las Vegas Mun
KLWB	Greenbrier Valley
KLWC	Lawrence Mun
KLWD	Lamoni Mun
KLWL	Harriet
KLWM	Lawrence Mun
KLWS	Lewiston Nez Perce Co
KLWT	Lewistown Mun
KLWV	Lawrenceville Vincennes Intl
KLXL	Little Falls Morrison Co
KLXN	Kelly
KLXT	Lees Summit Mun
KLXV	Lake Co
KLYH	Lynchburg Regl Glenn
KLYO	Lyons Rice Co Mun
KLZU	Gwinnett Co Briscoe
KMAC	Smart Downtown
KMAE	Madera Mun
KMAF	Midland Intl
KMAI	Marianna Mun
KMAL	Malone Dufort
KMAO	Marion Co
KMAW	Malden Mun
KMBG	Mobridge Mun
KMBL	Manistee Co Blacker
KMBO	Campbell
KMBS	MBS Intl
KMBT	Murfreesboro Mun
KMBY	Bradley
KMCB	McComb Pike Co
KMCC	McClellan
KMCD	Mackinac Is
KMCE	Merced Mun MacReady
KMCF	Mac Dill AFB
KMCI	Kansas City Intl
KMCK	Mc Cook Mun
KMCN	Middle Georgia Regl
KMCO	Orlando Intl
KMCW	Mason City Mun
KMCX	White Co
KMCZ	Martin Co
KMDA	Martindale AAF
KMDD	Midland
KMDH	Southern Illinois
KMDS	Madison Mun
KMDT	Harrisburg Intl
KMDW	Chicago Midway
KMDZ	Taylor Co
KMEB	Laurinburg Maxton
KMEI	Key
KMEJ	Meade Mun
KMEM	Memphis
KMER	Castle AFB / Merced
KMEV	Minden Tahoe
KMEY	Whiting Meml
KMFD	Mansfield Lahm Mun
KMFE	McAllen Miller Intl
KMFI	Marshfield Mun
KMFR	Rogue Valley Intl Medford
KMFV	Accomack Co
KMGC	Michigan City Mun
KMGE	Dobbins AFB / Marrieta
KMGG	Maple Lake Mun
KMGJ	Orange Co
KMGM	Montgomery Regl
KMGR	Moultrie Mun
KMGW	Morgantown Mun Hart
KMGY	Dayton Wright Brothers
KMHE	Mitchell Mun
KMHK	Manhattan Regl
KMHL	Marshall Meml Mun
KMHN	Hooker Co
KMHP	Metter Mun
KMHR	Mather
KMHT	Manchester
KMHV	Mojave
KMIA	Miami Intl
KMIB	Minot AFB
KMIC	Crystal
KMIE	Delaware Co Johnson
KMIO	Miami Mun
KMIT	Shafter Minter
KMIV	Millville Mun
KMIW	Marshall Town Mun
KMJQ	Jackson Mun
KMJX	Miller
KMKA	Miller Mun
KMKC	Kansas City Downtown
KMKE	Gen Mitchell Intl
KMKG	Muskegon Co
KMKJ	Mountain Empire
KMKL	Mc Kellar Sipes Regl
KMKO	Davis
KMKT	Mankato Mun
KMKY	Marco Is
KMLB	Melbourne Intl
KMLC	McAlester Regl
KMLD	Malad City
KMLE	Millard Mun
KMLF	Milford Mun
KMLI	Quad City Intl
KMLJ	Baldwin Co
KMLK	Malta
KMLS	Wiley
KMLT	Millinocket Mun
KMLU	Monroe Regl
KMMH	Mammoth Lakes
KMMI	McMinn Co
KMMK	Meriden Markham Mun
KMML	Marshall Mun Ryan
KMMS	Selfs
KMMT	McEntire ANGB
KMMU	Morristown Mun
KMMV	Mc Minnville
KMNF	Mountain View
KMNI	Santee Cooper Regl
KMNM	Menominee Marinette Twin Co
KMNN	Marion Mun
